title,asin,price,rating,reviews,link,thumbnail,category,directions
Tri-luma,B084BZJCM9,$262.00,,,https://pharmacy.amazon.com/Galderma-Labs-TRI-LUMA-0-01-CREAM/dp/B084BZJCM9/,https://m.media-amazon.com/images/I/31BQRouNUKL._UL320_.jpg,other,"Follow product-specific instructions on packaging. If unsure, consult with a dermatologist or skincare professional. Start with minimal use and increase as tolerated."
"Eucerin Radiant Tone Dual Serum Dark Spot Corrector, Dark Spot Serum with Thiamidol and Hyaluronic Acid, Helps Visibly Reduce the Look of Dark Spots, Holiday Gifts for Self Care, 1 Fl Oz Bottle",B0DJV8MYYN,$27.98,4.4,1300.0,https://www.amazon.com/Eucerin-Corrector-Thiamidol-Hyaluronic-Persistent/dp/B0DJV8MYYN/,https://m.media-amazon.com/images/I/71rnBbjGbtL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"Dark Spot Remover for Face, Dark Spot Corrector Serum for Age Spot Sun Spot Freckles Brown Spot Remover, Melasma Treatment, Body Dark Spots Remover Skin with 360° Roller for All Skin Types (0.7 Fl Oz)",B0F48678SJ,$18.99,4.9,28.0,https://www.amazon.com/Remover-Corrector-Freckles-Melasma-Treatment/dp/B0F48678SJ/,https://m.media-amazon.com/images/I/71+ILLg9zEL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"TOSOWOONG Arbutin 7% + Tranexamic Acid 4% Cream, 70,000ppm Arbutin, 40,000ppm TXA, Niacinamide, Glutathione, Dark Spots, Freckle, Blemishes, Pigmentation, Korean Skin Care, 50ml, 1.69 fl.oz.",B0DPPL76XJ,$17.50,4.3,2900.0,https://www.amazon.com/TOSOWOONG-Tranexamic-Niacinamide-Glutathione-Pigmentation/dp/B0DPPL76XJ/,https://m.media-amazon.com/images/I/614yBRX5-cL._AC_UL320_.jpg,cream,"Apply to clean, dry skin morning and/or evening. Take a small amount, warm between fingertips, and gently press onto face and neck. Allow to absorb before applying makeup or sunscreen."
EnaSkin Dark Spot Remover for Face: Hyperpigmentation Body Treatment for Freckles Melasma Age Spot Sun Spot - Dark Spots Corrector Serum for Women and Men (1.0 Fl Oz),B0FNNGV92Q,$15.99,4.7,135.0,https://www.amazon.com/EnaSkin-Dark-Spot-Remover-Hyperpigmentation/dp/B0FNNGV92Q/,https://m.media-amazon.com/images/I/61l6LjVixVL._AC_UL320_.jpg,serum,"Apply 3-5 drops to clean, dry face before moisturizer. Gently press into skin, don't rub vigorously. Use morning and/or evening as directed."
"medicube Kojic Acid Turmeric Clarifying Toner Pad for Troubled Skin & Use After Spot Care, Soothing & Calming with Kojic Acid, Turmeric, Niacinamide & Glycolic Acid, Korean Skin Care, 70 Pads, 1 Pack",B0FJ21Z6BW,$15.12,4.5,249.0,https://www.amazon.com/medicube-Kojic-Turmeric-Clarifying-Niacinamide/dp/B0FJ21Z6BW/,https://m.media-amazon.com/images/I/71PToiLK5AL._AC_UL320_.jpg,toner,"Use in the evening after cleansing. Apply with cotton pad or fingertips, avoiding eye area. Start 2-3 times per week, increase as tolerated. Follow with hydrating products."
"celimax Pore+Dark Spot Brightening Cream | with Niacinamide, Tranexamic Acid, TXA Cream, Pore Minimizer, Non-Irritating, Hydrating, For Sensitive Skin, 35ml",B0DHKSF81K,$17.16,4.6,522.0,https://www.amazon.com/celimax-Brightening-Niacinamide-Tranexamic-Non-Irritating/dp/B0DHKSF81K/,https://m.media-amazon.com/images/I/513BmdKt4NL._AC_UL320_.jpg,cream,"Apply to clean, dry skin morning and/or evening. Take a small amount, warm between fingertips, and gently press onto face and neck. Allow to absorb before applying makeup or sunscreen."
"Good Molecules Brightening & Dark Spots Bar - Soap Free Face and Body Bar - Tranexamic, Kojic Acids and Niacinamide to Target Dark Spots - Skin Care",B0DJHMKN7C,$8.00,4.4,1000.0,https://www.amazon.com/Good-Molecules-Brightening-Dark-Spots/dp/B0DJHMKN7C/,https://m.media-amazon.com/images/I/71hsrGFNUcL._AC_UL320_.jpg,other,"Follow product-specific instructions on packaging. If unsure, consult with a dermatologist or skincare professional. Start with minimal use and increase as tolerated."
"Murad Rapid Dark Spot Correcting Serum - Advanced Anti-Aging Formula with Patented Resorcinol Technology, Tranexamic and Glycolic Acids for Hyperpigmentation, Dark Spots and Dull Skin - 1 Fl Oz",B08KR79NBR,$58.80,4.2,1800.0,https://www.amazon.com/Murad-Environmental-Shield-Rapid-Correcting/dp/B08KR79NBR/,https://m.media-amazon.com/images/I/61-QjLlLGgL._AC_UL320_.jpg,serum,"Apply to clean, dry skin in the evening. Start 2-3 times per week, increase as tolerated. Always follow with SPF in the morning."
"La Roche-Posay Mela B3 Serum, Dark Spot Corrector With Anti-Aging Melasyl + 10% Niacinamide, Discoloration Correcting Serum for Sun Spots, Age Spots & Post-Acne Marks",B0CM4B43DZ,$44.99,4.3,9500.0,https://www.amazon.com/Roche-Posay-Anti-Aging-Niacinamide-Discoloration-Long-Lasting/dp/B0CM4B43DZ/,https://m.media-amazon.com/images/I/61tA9KoeafL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"JiYu Toning Polish Pads - Korean Skincare for Dark Spots, Wrinkles & Dull Skin - Hydrating Facial Treatment with Snail Mucin, Niacinamide, Peptides & Centella - 100 Count",B0DC156Y5X,$40.17,4.3,2200.0,https://www.amazon.com/Toning-Polish-Pads-Hydrating-Niacinamide/dp/B0DC156Y5X/,https://m.media-amazon.com/images/I/71Xy2v8lWjL._AC_UL320_.jpg,treatment,"Apply 3-5 drops to entire face after cleansing, before moisturizer. Can be used morning and evening."
Good Molecules Daily Brightening Serum - Hyaluronic Acid Serum with Beta Arbutin to Target Dark Spots - Brightening and Anti-Aging Skin Care for Face,B091MGP94B,$7.97,4.6,4100.0,https://www.amazon.com/Good-Molecules-Brightening-Formulated-Hyaluronic/dp/B091MGP94B/,https://m.media-amazon.com/images/I/71L9F08R1+L._AC_UL320_.jpg,serum,Apply to damp skin after cleansing. Pat gently into face and neck. Follow with moisturizer to seal in hydration.
"The Ordinary Niacinamide 10% + Zinc 1%, Smoothing Serum for Blemish-Prone Skin",B01MDTVZTZ,$6.00,4.7,42700.0,https://www.amazon.com/Ordinary-Niacinamide-10-Zinc-30ml/dp/B01MDTVZTZ/,https://m.media-amazon.com/images/I/41TeK9XSUzL._AC_UL320_.jpg,serum,"Apply 3-5 drops to clean, dry face before moisturizer. Gently press into skin, don't rub vigorously. Use morning and/or evening as directed."
"Hero Cosmetics Mighty Patch Micropoint™ for Dark Spots - Post-Blemish Dark Spot Patch with 395 Micropoints, Dermatologist Tested and Non-irritating (8 Count)",B0BS49YW8Z,$10.38,4.0,1600.0,https://www.amazon.com/Mighty-Patch-Micropoint-Spots-Cosmetics/dp/B0BS49YW8Z/,https://m.media-amazon.com/images/I/51DmfA9QGSL._AC_UL320_.jpg,patch,"Cleanse and completely dry the affected area. Apply patch directly over blemish, pressing edges to ensure adhesion. Leave on for 6-8 hours or overnight. Remove gently and discard. Use on individual blemishes as needed."
"Dove Targeted Serum Multipurpose for Stretch Marks, Dark Spots, Uneven Skin Tone and Elasticity,with Tone Balance Complex, Niacinamide, Collagen Peptides and Natural Moisturizing Factors, 3.2 oz",B0D8TPVQBR,$15.00,4.5,310.0,https://www.amazon.com/Dove-Multipurpose-Elasticity-Niacinamide-Moisturizing/dp/B0D8TPVQBR/,https://m.media-amazon.com/images/I/71GwKTBaBdL._AC_UL320_.jpg,serum,"Apply 3-5 drops to clean, dry face before moisturizer. Gently press into skin, don't rub vigorously. Use morning and/or evening as directed."
"Remedy for Dark Spots – Discoloration Treatment For Face with Retinol, Glutathione, Niacinamide, Mandelic Acid, Kojic Acid and Tranexamic Acid – By Dermatologist Dr. Shah",B0FKR45ZSN,$30.40,4.0,163.0,https://www.amazon.com/Remedy-Dark-Spots-Discoloration-Dermatologist/dp/B0FKR45ZSN/,https://m.media-amazon.com/images/I/61EL15Jcb3L._AC_UL320_.jpg,treatment,"Apply a pea-sized amount to entire face (not just spots) at night after cleansing. Start 2-3 times per week for first 2 weeks, then increase to nightly if tolerated. Avoid eye area. Always use SPF 30+ during the day."
"VALITIC Kojic Acid Dark Spot Remover Soap Bars with Vitamin C, Retinol, Collagen, Turmeric - Original Japanese Complex Infused with Hyaluronic Acid, Vitamin E, Shea Butter, Castile Olive Oil (3 Pack)",B0B2X2L8G8,$12.74,4.2,60100.0,https://www.amazon.com/Valitic-Remover-Vitamin-Collagen-Turmeric/dp/B0B2X2L8G8/,https://m.media-amazon.com/images/I/610vo4N+qmL._AC_UL320_.jpg,oil,"Apply 2-4 drops to clean, damp skin. Gently press into face and neck. Can be mixed with moisturizer or used as final step. Use evening only initially, add morning use if desired."
"Neutrogena On-The-Spot Acne Spot Treatment Cream with 2.5% Benzoyl Peroxide, Gentle Face Blemish Medicine for Acne-Prone Skin, Vanishing Formula, Clinically Proven Day-1 Results, 0.75-Ounce Tube",B00UOLIOC6,$7.86,4.6,3600.0,https://www.amazon.com/Neutrogena-Treatment-Benzoyl-Peroxide-Medicine/dp/B00UOLIOC6/,https://m.media-amazon.com/images/I/71xbXocZVcL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"Palmer's Skin Success Anti-Dark Spot Fade Cream with Vitamin E and Niacinamide, for All Skin Types 2.7 Ounce",B002ZFFFDK,$6.48,4.2,5200.0,https://www.amazon.com/Palmers-Success-Anti-Dark-Cream-Types/dp/B002ZFFFDK/,https://m.media-amazon.com/images/I/71nO3bxb2uL._AC_UL320_.jpg,cream,"Apply to clean, dry skin morning and/or evening. Take a small amount, warm between fingertips, and gently press onto face and neck. Allow to absorb before applying makeup or sunscreen."
"Dr.Melaxin Peel Shot Glow White Rice Peeling Ampoule, Soft Exfoliating Face and Body Scrub Dead Skin Cells Remover for All Skin Types korean skin care 80ml",B0DJP8GVG1,$19.99,4.4,3300.0,https://www.amazon.com/Dr-Melaxin-Peeling-Ampoule-Exfoliating-Remover/dp/B0DJP8GVG1/,https://m.media-amazon.com/images/I/61jm3eXF5SL._AC_UL320_.jpg,other,"Follow product-specific instructions on packaging. If unsure, consult with a dermatologist or skincare professional. Start with minimal use and increase as tolerated."
"AXIS-Y Vegan Collagen Eye Serum - K Beauty Triple Hyaluronic Acid & Peptide Collagen Serum Improve Skin Elasticity, Reduce Fine Lines & Dark Circles - Vegan Korean Skin Care Eye Cream - 0.33 fl. oz.",B0CWPCX1D2,$13.50,4.5,1900.0,https://www.amazon.com/AXIS-Y-Collagen-0-33fl-Treatment-Skincare/dp/B0CWPCX1D2/,https://m.media-amazon.com/images/I/41LGK-qqBrL._AC_UL320_.jpg,serum,Apply to damp skin after cleansing. Pat gently into face and neck. Follow with moisturizer to seal in hydration.
Dark Spot Remover for Face and Body: Hyperpigmentation Treatment - Natural Ingredient - Freckle/Melasma/Sun Spot/Age Spot Remover - Dark Spot Corrector Cream for Women and Men,B0F2F7H3R6,$17.57,4.2,1500.0,https://www.amazon.com/Dark-Spot-Remover-Face-Hyperpigmentation/dp/B0F2F7H3R6/,https://m.media-amazon.com/images/I/61vC00zv5JL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"PanOxyl Blemish Brightening Patches: Dermatologist-Recommended, Help Fade Post-Acne Dark Spots and Reduce Redness, Large Clear Patches Cover a Bigger Area, Vegan & Latex-Free, 16ct",B0CLF3MQJ4,$8.49,4.3,706.0,https://www.amazon.com/PanOxyl-Blemish-Brightening-Patches-Dermatologist-Recommended/dp/B0CLF3MQJ4/,https://m.media-amazon.com/images/I/61gDaR1ob6L._AC_UL320_.jpg,patch,"Cleanse and completely dry the affected area. Apply patch directly over blemish, pressing edges to ensure adhesion. Leave on for 6-8 hours or overnight. Remove gently and discard. Use on individual blemishes as needed."
Topicals Faded Brightening and Clearing Serum | Reduces Discoloration Post-Blemish Marks Scars Spots Contains Kojic Acid Niacinamide Dermatologist-tested Vegan Cruelty-Free Fl Oz,B0BMZF7H3P,,4.2,5300.0,https://www.amazon.com/Topicals-Faded-Serum-Spots-Discoloration/dp/B0BMZF7H3P/,https://m.media-amazon.com/images/I/614qwEI3YlL._AC_UL320_.jpg,serum,"Apply to clean, dry skin in the evening. Start 2-3 times per week, increase as tolerated. Always follow with SPF in the morning."
"Bushbalm Dark Spot Oil - Helps Brighten and Reduce Hyperpigmentation, Razor Burn & Underarm Bumps - Soothe Skin from Post Shave Itchiness, Irritation & Redness, 30 ml - Bermuda Oil",B09G4S4J18,$19.50,4.3,2000.0,https://www.amazon.com/Bushbalm-Bermuda-Dark-Treatment-Hyperpigmentation/dp/B09G4S4J18/,https://m.media-amazon.com/images/I/614pb63rMFL._AC_UL320_.jpg,oil,"Apply 2-4 drops to clean, damp skin. Gently press into face and neck. Can be mixed with moisturizer or used as final step. Use evening only initially, add morning use if desired."
"Eucerin Radiant Tone Night Cream, Dark Spot Corrector with Thiamidol, Night Moisturizer for Face Helps Visibly Reduce the Look of Persistent Dark Spots, All Skin Types, 1.7 Oz Bottle",B0DJTSD8ZT,$23.09,4.6,560.0,https://www.amazon.com/Eucerin-Radiant-Corrector-Thiamidol-Persistent/dp/B0DJTSD8ZT/,https://m.media-amazon.com/images/I/71Rahf87tXL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
Caudalie Vinoperfect Brightening Dark Spot Serum Vitamin C Alternative - 62x More Effective than Vitamin C with Viniferine for a Visibly Brighter Even Complexion,B0CX5B5VTX,$65.60,4.3,3400.0,https://www.amazon.com/Caudalie-Vinoperfect-Brightening-Dark-Serum/dp/B0CX5B5VTX/,https://m.media-amazon.com/images/I/51e2Fo9KPrL._AC_UL320_.jpg,serum,"Apply 3-5 drops to clean, dry face before moisturizer. Gently press into skin, don't rub vigorously. Use morning and/or evening as directed."
"Dark Spot Corrector for Face and Body: Dark Spot Remover for Face, Age spot Corrector for face - Sun Spot Corrector for All Skin Types(1.7 Fl Oz)",B0BDZV4TT6,$21.99,4.0,3600.0,https://www.amazon.com/Ashania-Remover-Hyperpigmentation-Treatment-treatment/dp/B0BDZV4TT6/,https://m.media-amazon.com/images/I/71orsTa6ktL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
Mighty Patch™ Original patch from Hero Cosmetics – The #1 Hydrocolloid Acne Pimple Patch for Shrinking Zits and Whiteheads in 1 use; Nighttime Spot Stickers for Face and Skin (36 Count),B074PVTPBW,$10.39,4.6,179000.0,https://www.amazon.com/Mighty-Patch-Hydrocolloid-Absorbing-count/dp/B074PVTPBW/,https://m.media-amazon.com/images/I/51Kx4Wt+VqL._AC_UL320_.jpg,patch,"Cleanse and completely dry the affected area. Apply patch directly over blemish, pressing edges to ensure adhesion. Leave on for 6-8 hours or overnight. Remove gently and discard. Use on individual blemishes as needed."
"Peach Slices - Dark Spot Microdarts (9 ct) - Reduces Discoloration & Redness - Post-Pimple Patches - Niacinamide, Vitamin C, Hyaluronic Acid & Cica - Vegan & Cruelty Free - Korean Skin Care & Beauty",B08GB2VBH3,$8.88,3.9,3700.0,https://www.amazon.com/Peach-Slices-Microdarts-Microdart-Hyperpigmentation/dp/B08GB2VBH3/,https://m.media-amazon.com/images/I/61xNR0BosBL._AC_UL320_.jpg,patch,"Cleanse and completely dry the affected area. Apply patch directly over blemish, pressing edges to ensure adhesion. Leave on for 6-8 hours or overnight. Remove gently and discard. Use on individual blemishes as needed."
"EQQUALBERRY Vitamin Illuminating Serum – Brightening Vitamin C Serum with Niacinamide | Strengthens skin barrier | Hydrates using Ceramide and Hyaluronic Acid, 1.01oz / 30ml",B0D8W1YVBX,$15.99,4.5,2900.0,https://www.amazon.com/EQQUALBERRY-Vitamin-Illuminating-Serum-Brightening/dp/B0D8W1YVBX/,https://m.media-amazon.com/images/I/611e-v-t6qL._AC_UL320_.jpg,serum,Apply to damp skin after cleansing. Pat gently into face and neck. Follow with moisturizer to seal in hydration.
"Eclat Skincare Vitamin C Face Serum - Skin Care for Dark Spots, Vitamin C Serum with Hyaluronic Acid, Ferulic Acid, & Vit E - Anti Aging and Skin Brightening, Vit C Face Care 1 Fl Oz",B07P5TMHD9,$7.97,4.3,76200.0,https://www.amazon.com/Vitamin-Serum-Face-Ageing-Brightening/dp/B07P5TMHD9/,https://m.media-amazon.com/images/I/71JhFNvHqxL._AC_UL320_.jpg,serum,Apply to damp skin after cleansing. Pat gently into face and neck. Follow with moisturizer to seal in hydration.
"MagniLife Dark Spot Care, 2 oz, No Bleach Formula for Pigmentation, Liver Spots, Scars, Discoloration & Uneven Skin Tone, With Bearberry & Licorice Root Extract, For Face, Chest, Hands and Body",B078TS3491,$17.99,3.6,931.0,https://www.amazon.com/MagniLife-Treatment-Diminishes-Sun-Damage-Discoloration/dp/B078TS3491/,https://m.media-amazon.com/images/I/71vxNEU9jEL._AC_UL320_.jpg,other,"Follow product-specific instructions on packaging. If unsure, consult with a dermatologist or skincare professional. Start with minimal use and increase as tolerated."
Hero Cosmetics Dark Spot Correct Spot-Fading 15% Vitamin C plus Hyaluronic Acid Serum. Improves the Look of Post Blemish Marks in 7 Days. Twist Applicator and Rollerball Tip for Easy Application. 10mL,B0FG655345,,4.2,62.0,https://www.amazon.com/Spot-Fading-Hyaluronic-Applicator-Rollerball-Application/dp/B0FG655345/,https://m.media-amazon.com/images/I/61H02ECIRhL._AC_UL320_.jpg,serum,Apply to damp skin after cleansing. Pat gently into face and neck. Follow with moisturizer to seal in hydration.
"HANYWIL Dark Spot Remover for Face and Body, Dark Spot Corrector Serum, Age Spot Sun Spot Freckles Brown Spot Remover, Melasma Treatment for Face, Skin Care Serum with Roller",B0DBKR9STY,$16.97,4.3,1100.0,https://www.amazon.com/HANYWIL-Remover-Corrector-Freckles-Treatment/dp/B0DBKR9STY/,https://m.media-amazon.com/images/I/61qxP8Pf-FL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"Dark Spot Remover for Face and Body – Dark Spot Corrector Serum for All Skin Types – Fades Age Spots, Sun Spots, Melasma, Freckles – Anti-Aging Fade Cream for Uneven Skin Tone 1.7 Fl Oz",B0FB3MMV5G,$19.99,4.2,47.0,https://www.amazon.com/Dark-Spot-Remover-Face-Body/dp/B0FB3MMV5G/,https://m.media-amazon.com/images/I/61SDhAkrJRL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"Neutrogena Rapid Tone Repair Retinol + Vitamin C Dark Spot Corrector Face Serum, Daily Anti-Wrinkle Dark Spot Corrector to Brighten & Even Tone, Mineral-Oil & Dye-Free, White, 1 oz",B00HNSSJR8,$16.03,4.2,11700.0,https://www.amazon.com/Neutrogena-Dark-Spot-Corrector-Discoloration/dp/B00HNSSJR8/,https://m.media-amazon.com/images/I/61eVrOHn5SL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"TruSkin Vitamin C Serum For Face – Anti Aging Face Serum with Vitamin C, Hyaluronic Acid, Vitamin E – Brightening Formula – Improve Appearance of Dark Spots, Tone, Fine Lines & Wrinkles, 1 Fl Oz",B01M4MCUAF,$18.68,4.4,152500.0,https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/,https://m.media-amazon.com/images/I/61P6v+1NsEL._AC_UL320_.jpg,serum,Apply to damp skin after cleansing. Pat gently into face and neck. Follow with moisturizer to seal in hydration.
"TruSkin Vitamin C Serum For Face – Anti Aging Face Serum with Vitamin C, Hyaluronic Acid, Vitamin E – Brightening Formula – Improve Appearance of Dark Spots, Tone, Fine Lines & Wrinkles, 1 Fl Oz",B01M4MCUAF,$18.68,4.4,152500.0,https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/,https://m.media-amazon.com/images/I/61P6v+1NsEL._AC_UL320_.jpg,serum,Apply to damp skin after cleansing. Pat gently into face and neck. Follow with moisturizer to seal in hydration.
"Neutrogena Rapid Tone Repair Retinol + Vitamin C Dark Spot Corrector Face Serum, Daily Anti-Wrinkle Dark Spot Corrector to Brighten & Even Tone, Mineral-Oil & Dye-Free, White, 1 oz",B00HNSSJR8,$16.03,4.2,11700.0,https://www.amazon.com/Neutrogena-Dark-Spot-Corrector-Discoloration/dp/B00HNSSJR8/,https://m.media-amazon.com/images/I/61eVrOHn5SL._AC_UL320_.jpg,spot_treatment,"After cleansing, apply a small amount directly to individual blemishes. Do not apply to entire face. Use 1-2 times daily. Allow to dry completely before applying other products."
"Neutrogena Rapid Wrinkle Repair Retinol Face Moisturizer, Fragrance Free, Daily Anti-Aging Face Cream with Retinol & Hyaluronic Acid to Fight Fine Lines, Wrinkles, & Dark Spots, 1.7 oz",B0725JP4TN,$20.68,4.4,18100.0,https://www.amazon.com/Neutrogena-Wrinkle-Hyaluronic-Retinol-Moisturizer/dp/B0725JP4TN/,https://m.media-amazon.com/images/I/71uHMmM6iyL._AC_UL320_.jpg,cream,"Apply to clean, dry skin morning and/or evening. Take a small amount, warm between fingertips, and gently press onto face and neck. Allow to absorb before applying makeup or sunscreen."
"HANYWIL Dark Spot Remover for Face & Body Serum,Rapid Tone Repair Cream with Hyperpigmentation Treatment,Sun Spot, Age Spot & Melasma Remover,Dermatologist-Tested Brightening Retinol Serum (1.7 Fl Oz)",B0D73MPT6L,$17.99,4.1,1600.0,https://www.amazon.com/HANYWIL-Hyperpigmentation-Treatment-Dermatologist-Tested-Brightening/dp/B0D73MPT6L/,https://m.media-amazon.com/images/I/714bT3567oL._AC_UL320_.jpg,serum,"Apply 3-5 drops to clean, dry face before moisturizer. Gently press into skin, don't rub vigorously. Use morning and/or evening as directed."
