ID,filename,acne_count,avg_acne_width,avg_acne_height,avg_acne_area,papules_count,pustules_count,comedone_count,nodules_count,avg_redness,global_redness,skin_disease_label,skin_disease_confidence,skin_classification_labels,acne_detected,result
18,acne-open-comedo-71.jpg,11,20.636363636363637,26.454545454545453,572.3636363636364,0.14415369808938164,1,0,10,0,0.13955023240463793,Acne and Rosacea Photos,0.9449,NULL,1,NaN
19,2 (7).jpg,2,21.0,22.5,473.0,0.4477569169960474,2,0,0,0,0.31815018254047517,Acne and Rosacea Photos,0.9081,NULL,1,NaN
20,acne-excoriated-22.jpg,0,0,0,0,0,0,0,0,0,0.09022641919671094,Acne and Rosacea Photos,0.513,NULL,0,NaN
21,image.jpg.6c7b19523bdd5a48c8fca69fcd0edf2d.jpg,0,0,0,0,0,0,0,0,0,0.16215309372446896,NULL,NULL,NULL,0,NaN
22,C0384485-Acne_vulgaris.jpg,5,28.2,21.4,626.0,0.17773736926135364,3,0,2,0,0.14157545661005022,Acne and Rosacea Photos,0.942,NULL,1,NaN
23,OIP (1).jpg,11,19.636363636363637,22.818181818181817,488.6363636363636,0.26622700627543283,5,2,4,0,0.177638878416292,NULL,NULL,NULL,1,NaN
24,bb7d0704b3afa18fd5a8db14f9018036.jpg,0,0,0,0,0,0,0,0,0,0.16021202981192476,Acne and Rosacea Photos,0.9456,NULL,0,NaN
25,2 (4)1.jpg,6,24.833333333333332,15.333333333333334,448.8333333333333,0.2551414302865263,2,1,3,0,0.25451147176427824,Acne and Rosacea Photos,0.6698,NULL,1,NaN
26,perioral-dermatitis-16.jpg,2,28.5,20.0,583.5,0.20574179625349326,1,0,1,0,0.16427857207697893,Acne and Rosacea Photos,0.9183,NULL,1,NaN
27,acne-infantile-8.jpg,16,13.0,16.9375,227.3125,0.313300377909888,1,9,6,0,0.1623711292127845,Acne and Rosacea Photos,0.9373,NULL,1,NaN
28,0_Skin.jpg,1,31.0,20.0,620.0,0.36252688172043007,0,0,1,0,0.25503429065797684,Acne and Rosacea Photos,0.9089,NULL,1,NaN
29,08PerioralDerm11.jpg,0,0,0,0,0,0,0,0,0,0.22414548022598868,Acne and Rosacea Photos,0.9054,NULL,0,NaN
30,acne-cystic-42.jpg,5,17.4,11.0,192.2,0.1947032463181768,0,0,5,0,0.17238012813411616,Seborrheic Keratoses and other Benign Tumors,0.6149,NULL,1,NaN
31,acne-infantile-6.jpg,3,12.333333333333334,18.0,220.33333333333334,0.2931818414500303,0,0,3,0,0.1513744083086157,Acne and Rosacea Photos,0.9386,NULL,1,NaN
32,perioral-dermatitis-29.jpg,2,29.0,17.0,502.0,0.1806207074175824,1,1,0,0,0.14978658882534496,NULL,NULL,NULL,1,NaN
33,acne_vulgaris1.jpg,5,39.0,27.8,1100.4,0.28405535330500836,3,1,0,1,0.16302968092395026,NULL,NULL,NULL,1,NaN
34,NoniSoap2 (1).jpg,3,26.333333333333332,21.333333333333332,568.0,0.15812320962314763,2,0,1,0,0.1063002304463405,Tinea Ringworm Candidiasis and other Fungal Infections,0.9831,NULL,1,NaN
35,acne-pustular-71.jpg,1,69.0,42.0,2898.0,0.1681842785423348,0,1,0,0,0.15603204276060706,NULL,NULL,NULL,1,NaN
36,acne-scar-1.jpg,2,60.5,76.0,5406.5,0.20055155193390486,0,0,0,2,0.17232398897058823,NULL,NULL,NULL,1,NaN
37,acne-cystic-111.jpg,7,29.714285714285715,16.285714285714285,669.5714285714286,0.2643496691783711,0,4,2,1,0.2462844399277326,Acne and Rosacea Photos,0.7449,NULL,1,NaN
38,353492fd44963e8f0f4e7ea4697aed7e.jpg,0,0,0,0,0,0,0,0,0,0.12137280889357173,Tinea Ringworm Candidiasis and other Fungal Infections,0.7762,NULL,0,NaN
39,R (3).jpg,12,41.416666666666664,47.0,2202.0,0.19395924742924434,4,5,1,2,0.17258773885711692,NULL,NULL,NULL,1,NaN
40,acne-infantile-13.jpg,11,25.363636363636363,17.545454545454547,467.1818181818182,0.18836081807380836,3,4,4,0,0.13452254626450666,Viral infections,0.5364,NULL,1,NaN
41,acne-cystic-121.jpg,1,20.0,12.0,240.0,0.21127450980392157,0,1,0,0,0.13866492374727668,Acne and Rosacea Photos,0.9468,NULL,1,NaN
42,53.jpg,1,84.0,60.0,5040.0,0.3047132741985683,1,0,0,0,0.25428391626921043,NULL,NULL,NULL,1,NaN
43,44.jpg,7,43.42857142857143,29.142857142857142,1332.857142857143,0.1701059247026739,6,0,0,1,0.1346170116194626,NULL,NULL,NULL,1,NaN
44,acne-cystic-125.jpg,6,57.833333333333336,32.166666666666664,2122.8333333333335,0.3830128281630709,0,4,1,1,0.31103959533436726,Acne and Rosacea Photos,0.8886,NULL,1,NaN
45,fungal-acne (1).jpg,8,68.75,39.25,2762.375,0.22240379576778457,3,2,3,0,0.17174221053553,NULL,NULL,NULL,1,NaN
46,R (40).jpg,2,14.0,18.0,264.0,0.29331775490945045,1,0,1,0,0.20979649203431372,Acne and Rosacea Photos,0.9175,NULL,1,NaN
47,acne-open-comedo-43.jpg,6,36.166666666666664,22.166666666666668,858.6666666666666,0.26460031968638975,2,0,4,0,0.2490859493110079,Viral infections,0.5427,NULL,1,NaN
48,acne-cystic-141.jpg,3,34.0,22.333333333333332,783.3333333333334,0.15756868209937266,0,0,3,0,0.1320146678021491,Acne and Rosacea Photos,0.5252,NULL,1,NaN
49,19280a95363d065b1dfbc654e28530291 - Copy.jpg,4,22.5,29.25,664.75,0.1833398158191384,3,0,0,1,0.1325676492307702,Acne and Rosacea Photos,0.9264,NULL,1,NaN
50,f297fe78c11b78d8907dceea58a45e41.jpg,6,17.333333333333332,17.5,306.8333333333333,0.19053815887145428,5,0,0,1,0.10560475930656049,Acne and Rosacea Photos,0.7367,NULL,1,NaN
51,acne-cystic-27.jpg,2,49.5,29.0,1498.5,0.23543152244175264,2,0,0,0,0.2002711510530138,Acne and Rosacea Photos,0.873,NULL,1,NaN
52,acne-cystic-12.jpg,13,30.0,16.692307692307693,513.3846153846154,0.16748839481186645,4,8,1,0,0.1560810623684502,Acne and Rosacea Photos,0.9413,NULL,1,NaN
53,acne-pustular-63.jpg,15,31.533333333333335,26.6,880.6666666666666,0.2568033620288443,9,3,0,3,0.1791055753293574,Viral infections,0.5988,NULL,1,NaN
54,rosacea-nose-6.jpg,0,0,0,0,0,0,0,0,0,0.19891976443355122,Acne and Rosacea Photos,0.8998,NULL,0,NaN
55,acne-cystic-32.jpg,4,35.75,21.75,773.25,0.22515536364057948,1,1,2,0,0.1836121035043019,Viral infections,0.5135,NULL,1,NaN
56,35.jpg,1,45.0,30.0,1350.0,0.24156281771968047,0,1,0,0,0.2370184595423449,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.4379,NULL,1,NaN
57,R (42).jpg,5,14.8,16.0,245.6,0.2942151313315673,3,2,0,0,0.19863800228611625,Acne and Rosacea Photos,0.9036,NULL,1,NaN
58,ce2c6b00013e52753f1212cdcf2efe76.jpg,1,22.0,25.0,550.0,0.44689839572192513,0,0,1,0,0.22272378599877451,Acne and Rosacea Photos,0.9167,NULL,1,NaN
59,241b000fa0e0caf8cf8ac4b29137af48.jpg,2,27.0,13.0,359.0,0.3913859575875911,0,1,1,0,0.24032227474323062,NULL,NULL,NULL,1,NaN
60,acne_0001_10731602084e470e78b7dfe-21.jpg,5,30.8,20.6,691.4,0.25813339942904323,1,0,3,1,0.2216503021607756,NULL,NULL,NULL,1,NaN
61,acne-open-comedo-24.jpg,8,34.625,21.875,776.75,0.17330573153754258,2,0,6,0,0.1600136280971899,Acne and Rosacea Photos,0.9011,NULL,1,NaN
62,acne-cystic-36.jpg,12,20.583333333333332,14.25,299.9166666666667,0.2153051842257269,7,1,4,0,0.16967184095860566,Viral infections,0.5377,NULL,1,NaN
63,4A5DA7F500000578-5522003-Amy_who_battled_her_erupting_skin_for_15_years_says_doctors_dism-a-26_15215419581041 - Copy.jpg,4,11.5,19.5,229.5,0.1764028540509771,3,0,1,0,0.12407348427731804,Acne and Rosacea Photos,0.9307,NULL,1,NaN
64,20181225_191537.jpg.923b0605b45be754fbbed9051a9bea5e1.jpg,4,94.5,122.75,12397.25,0.35800732702741306,2,1,1,0,0.2882980254927492,NULL,NULL,NULL,1,NaN
65,2 1(1)1.jpg,6,32.666666666666664,29.0,997.0,0.2164075993046702,2,2,2,0,0.15604853667862012,NULL,NULL,NULL,1,NaN
66,k92m6peqn1n31 (1).jpg,0,0,0,0,0,0,0,0,0,0.14527024276008052,Acne and Rosacea Photos,0.9411,NULL,0,NaN
67,maxresdefault (3).jpg,3,53.666666666666664,32.333333333333336,1782.0,0.1874936137502199,0,3,0,0,0.14138785913671026,Viral infections,0.7118,NULL,1,NaN
68,teenage-skin-problems-183876012-5a245c86494ec900372b6366.jpg,0,0,0,0,0,0,0,0,0,0.13464966516021776,Normal Skin,0.8991,Wrinkles,0,NaN
69,perioral-dermatitis-45.jpg,2,23.5,14.5,340.0,0.14039534013159333,0,0,2,0,0.12537578814482478,Acne and Rosacea Photos,0.8945,NULL,1,NaN
70,20_before1 - Copy.jpg,2,33.0,38.5,1346.5,0.4023596179851251,1,0,1,0,0.3157271589413364,NULL,NULL,NULL,1,NaN
71,acne-closed-comedo-29.jpg,2,39.5,24.5,1162.0,0.2217971326461619,0,1,1,0,0.22180040256647646,NULL,NULL,NULL,1,NaN
72,acne-cystic-40.jpg,19,22.105263157894736,14.578947368421053,330.0,0.11278074452915483,1,0,18,0,0.06538857116920842,Acne and Rosacea Photos,0.8848,NULL,1,NaN
73,acne-open-comedo-42.jpg,3,42.0,27.666666666666668,1160.6666666666667,0.15691534403501947,0,0,3,0,0.15504677518370813,NULL,NULL,NULL,1,NaN
74,OIP (12).jpg,15,20.0,11.466666666666667,235.2,0.252172042674856,1,10,4,0,0.23311614500872813,Acne and Rosacea Photos,0.9213,NULL,1,NaN
75,acne-open-comedo-63.jpg,5,30.6,16.8,518.6,0.24178803774596255,0,0,5,0,0.21698543936092957,Acne and Rosacea Photos,0.7182,NULL,1,NaN
76,What-is-Cystic-Acne-and-Why-is-It-Caused (1).jpg,8,28.5,18.375,528.75,0.2372008057454602,1,2,5,0,0.15004286764705882,Acne and Rosacea Photos,0.9124,NULL,1,NaN
77,IMG_3554.JPG.f4bf444684be38571736983531eaafdf.jpg,5,40.4,39.8,1708.2,0.21659791745418358,5,0,0,0,0.17536780659009166,Acne and Rosacea Photos,0.9329,NULL,1,NaN
78,acne-pustular-33.jpg,3,65.66666666666667,45.0,3127.6666666666665,0.19500522034991422,2,0,0,1,0.17976367707576857,NULL,NULL,NULL,1,NaN
79,20190716_191036.jpg.705bf02f23326951059a91a967959d071.jpg,1,64.0,76.0,4864.0,0.2494392576109391,0,0,1,0,0.12838559072391356,NULL,NULL,NULL,1,NaN
80,241b000fa0e0caf8cf8ac4b29137af481.jpg,1,20.0,11.0,220.0,0.4118449197860962,0,0,1,0,0.24027549214130095,NULL,NULL,NULL,1,NaN
81,R (43).jpg,0,0,0,0,0,0,0,0,0,0.32313935461463167,Acne and Rosacea Photos,0.9037,NULL,0,NaN
82,R (5).jpg,7,27.0,25.0,733.1428571428571,0.2272241851538506,3,3,1,0,0.14819249438905996,Viral infections,0.8551,Acne,1,NaN
83,hidradenitis-suppurativa-27.jpg,22,29.727272727272727,16.727272727272727,514.0909090909091,0.17274429410804493,0,0,22,0,0.1630907105073668,NULL,NULL,NULL,1,NaN
84,acne-open-comedo-53.jpg,5,28.2,16.2,457.6,0.1294723834412416,0,0,5,0,0.13027502561759166,Viral infections,0.6134,NULL,1,NaN
85,hidradenitis-suppurativa-84.jpg,0,0,0,0,0,0,0,0,0,0.2234262949989487,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.8014,NULL,0,NaN
86,acne-closed-comedo-26.jpg,0,0,0,0,0,0,0,0,0,0.25979216076960554,NULL,NULL,NULL,0,NaN
87,acne-cystic-146.jpg,21,21.238095238095237,24.0,548.5714285714286,0.23762777659790102,11,0,9,1,0.20639468972649122,Systemic Disease,0.4125,NULL,1,NaN
88,acne-closed-comedo-35.jpg,0,0,0,0,0,0,0,0,0,0.16784559515896752,NULL,NULL,NULL,0,NaN
89,hidradenitis-suppurativa-62.jpg,2,24.5,29.5,738.5,0.19547910451054468,0,1,1,0,0.17009314976280468,Tinea Ringworm Candidiasis and other Fungal Infections,0.9277,NULL,1,NaN
90,752kd5y464t01.jpg,7,108.14285714285714,114.14285714285714,13536.57142857143,0.14846487547380857,1,0,4,2,0.10031724134203146,Normal Skin,0.5699,NULL,1,NaN
91,acne_0001_10731602084e470e78b7dfe-21 - Copy.jpg,5,30.8,20.6,691.4,0.25813339942904323,1,0,3,1,0.2216503021607756,NULL,NULL,NULL,1,NaN
92,2 (52)1 - Copy.jpg,4,22.0,17.5,390.5,0.23301969833116537,3,0,0,1,0.19265480502593904,Acne and Rosacea Photos,0.9077,NULL,1,NaN
93,20190716_191036.jpg.705bf02f23326951059a91a967959d07.jpg,0,0,0,0,0,0,0,0,0,0.12839759124157896,NULL,NULL,NULL,0,NaN
94,20_before1.jpg,2,33.0,38.5,1346.5,0.4023596179851251,1,0,1,0,0.3157271589413364,NULL,NULL,NULL,1,NaN
95,acne-open-comedo-59.jpg,5,28.8,17.6,515.4,0.27263352853881917,0,1,4,0,0.21309616341251086,Acne and Rosacea Photos,0.4464,NULL,1,NaN
96,rosacea-104.jpg,0,0,0,0,0,0,0,0,0,0.26992954936360514,Acne and Rosacea Photos,0.6283,NULL,0,NaN
97,acne-pustular-64.jpg,6,28.166666666666668,43.333333333333336,1235.1666666666667,0.34190356705759023,1,4,0,1,0.2897350566129084,Acne and Rosacea Photos,0.6963,NULL,1,NaN
98,acne-pustular-27.jpg,6,27.833333333333332,16.666666666666668,476.8333333333333,0.18682642929025772,2,2,1,1,0.16796527894158614,Acne and Rosacea Photos,0.6281,NULL,1,NaN
99,acne-infantile-16.jpg,14,22.0,14.571428571428571,336.92857142857144,0.32983655093812964,2,4,8,0,0.20062017283037137,Acne and Rosacea Photos,0.5317,NULL,1,NaN
100,07RosaceaFulFAce1.jpg,0,0,0,0,0,0,0,0,0,0.24058809002440532,Acne and Rosacea Photos,0.934,NULL,0,NaN
101,acne-open-comedo-40.jpg,6,36.5,19.666666666666668,754.1666666666666,0.28183841288104566,1,2,3,0,0.2388822138784592,Acne and Rosacea Photos,0.9069,NULL,1,NaN
102,acne-cystic-31.jpg,8,20.875,26.5,607.5,0.19151719768437098,0,2,6,0,0.18916064307078762,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.9505,Acne,1,NaN
103,OIP (21).jpg,5,21.2,18.6,412.0,0.22030078185824586,1,2,2,0,0.20515832477441967,Acne and Rosacea Photos,0.6722,NULL,1,NaN
104,IMG_3994.JPG.193268bd978993fbad84e920569ea5ed.jpg,3,30.0,41.666666666666664,1266.3333333333333,0.22735570647201905,2,0,1,0,0.14257205688173158,NULL,NULL,NULL,1,NaN
105,acne-pustulesandpapules-1593x2048.jpg,30,128.56666666666666,133.26666666666668,18196.7,0.27091407556298347,5,17,2,6,0.2456150669326896,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.5625,NULL,1,NaN
106,rosacea-30.jpg,0,0,0,0,0,0,0,0,0,0.21164450514198146,Acne and Rosacea Photos,0.9139,NULL,0,NaN
107,OIP (22).jpg,9,29.77777777777778,27.88888888888889,851.6666666666666,0.19411378540944138,3,5,0,1,0.12935980317103252,Tinea Ringworm Candidiasis and other Fungal Infections,0.8167,NULL,1,NaN
108,353492fd44963e8f0f4e7ea4697aed7e1 - Copy.jpg,0,0,0,0,0,0,0,0,0,0.12138550623529919,Tinea Ringworm Candidiasis and other Fungal Infections,0.8531,NULL,0,NaN
109,rosacea-3.jpg,2,33.5,25.0,862.0,0.23023393491530747,0,0,2,0,0.23507728531227307,Acne and Rosacea Photos,0.9113,NULL,1,NaN
110,14.jpg,18,15.666666666666666,17.27777777777778,283.5,0.2637900666455495,3,10,5,0,0.1500535230901399,Acne and Rosacea Photos,0.9251,NULL,1,NaN
111,7e7bc824b57675c0ccea09d48a46f038.jpg,2,28.0,15.0,420.0,0.1379089192237981,0,1,1,0,0.14698984510271887,NULL,NULL,NULL,1,NaN
112,acne-breakout-GettyImages-116791062311 - Copy.jpg,2,59.5,49.5,3000.5,0.23739619137668747,2,0,0,0,0.17087048101244953,Tinea Ringworm Candidiasis and other Fungal Infections,0.9867,NULL,1,NaN
113,32212176-8650569-image-a-10_1598002142635111 - Copy.jpg,7,14.0,21.428571428571427,325.0,0.2514661728472244,0,4,3,0,0.207032657854735,Acne and Rosacea Photos,0.9311,NULL,1,NaN
114,R (28).jpg,1,27.0,13.0,351.0,0.19693871850734596,1,0,0,0,0.12415285808055415,Acne and Rosacea Photos,0.9413,NULL,1,NaN
115,perioral-dermatitis-23.jpg,0,0,0,0,0,0,0,0,0,0.1579088655137981,NULL,NULL,NULL,0,NaN
116,IMG_0043.JPG.70f9dc7d17dcdf8dbb055d4013e94831.jpg,3,96.33333333333333,113.0,10994.0,0.3151838152039566,3,0,0,0,0.1585776642887779,NULL,NULL,NULL,1,NaN
117,OIP (8).jpg,2,20.0,23.0,468.0,0.3105026008276782,2,0,0,0,0.10709202515238501,Acne and Rosacea Photos,0.9282,NULL,1,NaN
118,54a279bcec5a872af278da1d9a9f7337--clear-skin-acne1.jpg,7,21.0,14.571428571428571,309.42857142857144,0.3999141103113482,0,4,3,0,0.34902260379922334,Acne and Rosacea Photos,0.496,NULL,1,NaN
119,acne-cystic-34.jpg,6,40.833333333333336,24.0,1001.8333333333334,0.22711405585260927,1,4,1,0,0.21015680966360178,Viral infections,0.4581,NULL,1,NaN
120,OIP (13).jpg,3,18.0,10.333333333333334,191.66666666666666,0.23818924539512776,2,0,1,0,0.18024439318210944,Acne and Rosacea Photos,0.876,NULL,1,NaN
121,acne-infantile-2.jpg,17,25.294117647058822,17.058823529411764,453.70588235294116,0.21842849317720567,6,8,3,0,0.15272703413802796,Acne and Rosacea Photos,0.849,NULL,1,NaN
122,perioral-dermatitis-36.jpg,0,0,0,0,0,0,0,0,0,0.1904845879029578,Acne and Rosacea Photos,0.7588,NULL,0,NaN
123,5.jpg,2,30.5,30.0,916.5,0.10213557331374881,1,0,1,0,0.041309241194082864,Acne and Rosacea Photos,0.7996,NULL,1,NaN
124,hidradenitis-suppurativa-64.jpg,16,33.5,27.4375,936.375,0.08302102286700827,5,1,10,0,0.09951525488114565,Seborrheic Keratoses and other Benign Tumors,0.5767,NULL,1,NaN
125,R (44).jpg,1,56.0,26.0,1456.0,0.31721746390864036,0,0,0,1,0.31360327963859375,Acne and Rosacea Photos,0.5462,NULL,1,NaN
126,acne-open-comedo-65.jpg,0,0,0,0,0,0,0,0,0,0.21117374157938398,NULL,NULL,NULL,0,NaN
127,rosacea-68.jpg,1,20.0,29.0,580.0,0.24078769438810008,1,0,0,0,0.1552566824115267,NULL,NULL,NULL,1,NaN
128,acne-cystic-89.jpg,3,50.333333333333336,29.0,1490.3333333333333,0.2969128207358116,0,2,1,0,0.2613185396022208,NULL,NULL,NULL,1,NaN
129,acne-cystic-117.jpg,6,10.666666666666666,14.833333333333334,159.83333333333334,0.2518989265394494,0,4,2,0,0.11185146200019888,Acne and Rosacea Photos,0.5529,NULL,1,NaN
130,acne-open-comedo-19.jpg,0,0,0,0,0,0,0,0,0,0.13100237722403776,Psoriasis pictures Lichen Dermatosis and related diseases,0.9057,NULL,0,NaN
131,perioral-dermatitis-119.jpg,0,0,0,0,0,0,0,0,0,0.23446582619837272,Acne and Rosacea Photos,0.8181,NULL,0,NaN
132,54a279bcec5a872af278da1d9a9f7337--clear-skin-acne.jpg,9,18.333333333333332,11.88888888888889,233.66666666666666,0.41387286813010893,0,3,6,0,0.35008289647530155,Acne and Rosacea Photos,0.563,NULL,1,NaN
133,R (31).jpg,3,27.666666666666668,19.666666666666668,546.6666666666666,0.36781536098319045,2,0,1,0,0.33277097641086895,Viral infections,0.7016,NULL,1,NaN
134,IMG_0184.JPG.c1ffb583260784ec51dfe566c636bd62.jpg,1,54.0,41.0,2214.0,0.26438174185663427,0,0,1,0,0.19622226048142835,NULL,NULL,NULL,1,NaN
135,rosacea-62.jpg,0,0,0,0,0,0,0,0,0,0.17107471877639946,Herpes HPV and other STDs Photos,0.6343,NULL,0,NaN
136,perioral-dermatitis-114.jpg,0,0,0,0,0,0,0,0,0,0.14057590694184544,Acne and Rosacea Photos,0.9103,NULL,0,NaN
137,IMG_20190708_023210.jpg.7232dbb2bd7459bc1f8ae066423aa7a4 (2).jpg,0,0,0,0,0,0,0,0,0,0.049556558169934636,NULL,NULL,NULL,0,NaN
138,acne-closed-comedo-18.jpg,0,0,0,0,0,0,0,0,0,0.21419507362331905,NULL,NULL,NULL,0,NaN
139,uaxnc5tsay351.jpg,0,0,0,0,0,0,0,0,0,0.15240092668408697,Normal Skin,0.6661,NULL,0,NaN
140,rosacea-53.jpg,1,19.0,21.0,399.0,0.18522286107425426,0,0,1,0,0.08682213989748068,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.4123,NULL,1,NaN
141,OIP (16).jpg,11,19.545454545454547,18.09090909090909,358.09090909090907,0.24567314799425957,2,4,5,0,0.22016959492946342,Acne and Rosacea Photos,0.9457,NULL,1,NaN
142,acne-cystic-105.jpg,42,22.047619047619047,12.166666666666666,274.1666666666667,0.09961430402236504,0,0,42,0,0.06800678981573796,NULL,NULL,NULL,1,NaN
143,perioral-dermatitis-116.jpg,0,0,0,0,0,0,0,0,0,0.24807269021103912,Acne and Rosacea Photos,0.8798,NULL,0,NaN
144,hidradenitis-suppurativa-93.jpg,19,18.473684210526315,11.0,207.3684210526316,0.12455812509480571,0,0,19,0,0.09129332541097247,Seborrheic Keratoses and other Benign Tumors,0.9035,NULL,1,NaN
145,58.jpg,3,22.666666666666668,14.0,322.3333333333333,0.23142277655591934,1,1,1,0,0.08912820916859639,Acne and Rosacea Photos,0.5461,NULL,1,NaN
146,Rosacea-2-Dr.-Ben-Barankin-4-e1417628132564-400x302.jpg,3,26.0,16.333333333333332,426.6666666666667,0.17322425267729494,1,2,0,0,0.12247185430463575,Acne and Rosacea Photos,0.8882,NULL,1,NaN
147,acne-excoriated-4.jpg,1,21.0,14.0,294.0,0.09329731892757104,0,0,1,0,0.14002787355526014,Acne and Rosacea Photos,0.4375,NULL,1,NaN
148,07RosaceaFulFAce.jpg,1,41.0,57.0,2337.0,0.2813192713970484,0,0,0,1,0.24041730710645842,Acne and Rosacea Photos,0.8972,NULL,1,NaN
149,acne-cystic-91.jpg,0,0,0,0,0,0,0,0,0,0.2558735616966521,Seborrheic Keratoses and other Benign Tumors,0.7496,NULL,0,NaN
150,qzkv547th3351.jpg,0,0,0,0,0,0,0,0,0,0.16405407653580756,Normal Skin,0.8258,NULL,0,NaN
151,acne_treatment_kaliterna1 - Copy.jpg,7,22.285714285714285,21.428571428571427,502.14285714285717,0.2107377261384158,4,2,1,0,0.18939340025637721,Acne and Rosacea Photos,0.79,NULL,1,NaN
152,b-a3_mobile_109883_b.jpg,6,13.0,17.833333333333332,232.66666666666666,0.297129471188547,3,2,1,0,0.1976847448199138,Acne and Rosacea Photos,0.9383,NULL,1,NaN
153,acne02bf-21.jpg,4,34.75,19.75,694.75,0.1249923797279739,0,4,0,0,0.0941065507566006,NULL,NULL,NULL,1,NaN
154,acne-cystic-85.jpg,2,51.0,32.0,1662.0,0.29938797909588055,1,0,1,0,0.2887205964699295,NULL,NULL,NULL,1,NaN
155,Active-Acne-Treatment3.jpg,0,0,0,0,0,0,0,0,0,0.2554607650903499,Acne and Rosacea Photos,0.8229,NULL,0,NaN
156,perioral-dermatitis-113.jpg,1,18.0,14.0,252.0,0.05905695611577965,0,0,1,0,0.03059362680804006,Acne and Rosacea Photos,0.8579,NULL,1,NaN
157,7.jpg,4,17.25,10.75,185.75,0.18689754062618463,2,0,2,0,0.17141121310519963,Acne and Rosacea Photos,0.5978,NULL,1,NaN
158,acne-open-comedo-23.jpg,7,34.57142857142857,19.428571428571427,676.2857142857143,0.17439908452306258,0,0,7,0,0.16607855253683393,Viral infections,0.5104,NULL,1,NaN
159,acne-pustular-49.jpg,11,27.545454545454547,17.181818181818183,487.90909090909093,0.19173112238151369,1,6,4,0,0.1716801195919474,Viral infections,0.6833,NULL,1,NaN
160,perioral-dermatitis-35.jpg,1,29.0,17.0,493.0,0.17273595036391837,0,0,1,0,0.13430655948820205,NULL,NULL,NULL,1,NaN
161,acne-closed-comedo-002.jpg,19,15.789473684210526,21.789473684210527,350.36842105263156,0.12535326649650141,1,0,18,0,0.10573444875635439,Acne and Rosacea Photos,0.6927,NULL,1,NaN
