title,asin,price,rating,reviews,link,thumbnail
"CETAPHIL ECZEMA RESTORADERM Soothing Moisturizer, For Eczema Prone Skin, 16 oz, Fewer Symptom Flare-Ups, 48 Hour Hydration, 1% Skin Protectant Colloidal Oatmeal, Steroid Free, Doctor Recommended Brand",B0D3566Q99,$12.79,4.7,2500,https://www.amazon.com/dp/B0D3566Q99/,https://m.media-amazon.com/images/I/614VHHI4D-L._AC_UL320_.jpg
"A+D Medicated Rash Ointment 1.5 oz– Relieves Rash & Skin Irritated Skin from Poison Ivy, Eczema, Beard Rash, Bikini Rash, Dry Skin, Chapped Skin, bug bites. Made with Colloidal Oatmeal",B0DVBVDWFQ,$11.42,4.6,845,https://www.amazon.com/dp/B0DVBVDWFQ/,https://m.media-amazon.com/images/I/61kgaMzY++L._AC_UL320_.jpg
"Loma Lux Eczema Pills – Natural Eczema Treatment Relief Remedy – Dermatologist Developed – 7 Minerals Clear & Prevent Severe Eczema Scaling, Rash, Anti Itch Skin Body Face for Adults, Kids, Toddlers",B013IJMDR2,$21.99,3.7,2700,https://www.amazon.com/dp/B013IJMDR2/,https://m.media-amazon.com/images/I/61m3e8Sfa5L._AC_UL320_.jpg
"Manuka Honey Eczema Cream Moisturizing Lotion for Psoriasis Relief - Itchy, Dry Skin Rash Ointment - Soothing Moisturizer for Baby, Kids, Adults - High Strength Body & Face Cream 4oz",B07FDLZ9TQ,$19.99,4.3,1700,https://www.amazon.com/dp/B07FDLZ9TQ/,https://m.media-amazon.com/images/I/61bkqs8c0kL._AC_UL320_.jpg
"Aveeno Eczema Therapy Rescue Relief Treatment Gel Cream with Colloidal Oatmeal Skin Protectant, Instantly Soothes & Cools Itchy Dry Skin Flare-Ups, Steroid & Fragrance Free, 5.0 fl. oz",B0B6LFL4J5,$11.19,4.5,3200,https://www.amazon.com/Aveeno-Treatment-Colloidal-Protectant-Instantly/dp/B0B6LFL4J5/,https://m.media-amazon.com/images/I/61ojpah21SL._AC_UL320_.jpg
"La Roche-Posay Lipikar Soothing Relief Eczema Cream, Face and Body Lotion For Eczema and Sensitive, Dry Skin, Moisturizer with Colloidal Oatmeal to Relieve Irritation",B076WJXJBG,$16.99,4.6,5100,https://www.amazon.com/Roche-Posay-Lipikar-Soothing-Colloidal-Oatmeal/dp/B076WJXJBG/,https://m.media-amazon.com/images/I/517UZ2tM-UL._AC_UL320_.jpg
Pimecrolimus,B084BYS1ZC,$11.00,,,https://pharmacy.amazon.com/Teva-Actavis-PIMECROLIMUS-CREAM-Tube/dp/B084BYS1ZC/,https://m.media-amazon.com/images/I/41LF+qMKH6L._UL320_.jpg
Triamcinolone,B0D8T32HJP,$1.00,,,https://pharmacy.amazon.com/ENCUBE-ETHICALS-TRIAMCINOLONE-OINTMENT-Tube/dp/B0D8T32HJP/,https://m.media-amazon.com/images/I/413C+0M0k-L._UL320_.jpg
"SkinSmart Antimicrobial Eczema Therapy with Hypochlorous Acid, Safely Removes Bacteria so Skin Can Heal, for Adults, Kids and Seniors, 8 Ounce Clear Spray",B01N0O0TV7,$14.84,4.3,14500,https://www.amazon.com/dp/B01N0O0TV7/,https://m.media-amazon.com/images/I/61yXN-LoqRL._AC_UL320_.jpg
"Amazon Basics Eczema Soothing Moisturizing Cream with Colloidal Oatmeal, 7.3 ounce (Pack of 1) (Previously Solimo)",B09HH8KR2X,$5.93,4.3,1000,https://www.amazon.com/dp/B09HH8KR2X/,https://m.media-amazon.com/images/I/617IbuoRU0L._AC_UL320_.jpg
"O’Keeffe’s Skin Repair Eczema Relief Body Cream, 7oz Tube (Pack of 1) – 48 Hour Itch Relief in One Use",B0FN6XVSP1,$11.98,4.7,117,https://www.amazon.com/dp/B0FN6XVSP1/,https://m.media-amazon.com/images/I/71wSfnWPOAL._AC_UL320_.jpg
"BHI Skin Natural Eczema Relief Remedy 8 Active Soothing Homeopathic Care - Natural Treatment for Daily Dryness, Redness, Irritation - 100 Tablets",B000BD2JWI,$14.99,4.0,434,https://www.amazon.com/dp/B000BD2JWI/,https://m.media-amazon.com/images/I/71hl2NmYLkL._AC_UL320_.jpg
"Eczema Treatment & Symptoms | Request a prescription for eczema medication like triamcinolone, clobetasol cream from an online doctor, NP, or PA; prior diagnosis required",B09VP1S786,$29.00,,,https://www.amazon.com/prescription-medication-triamcinolone-tacrolimus-appointment/dp/B09VP1S786/,https://m.media-amazon.com/images/I/61fICIxLRRL._UL320_.jpg
Dupixent,B09MVZFR8B,$25.00,,,https://pharmacy.amazon.com/Sanofi-DUPIXENT-300-INJECTOR-Milliliter/dp/B09MVZFR8B/,https://m.media-amazon.com/images/I/71-2tUz3SBL._UL320_.jpg
"Aveeno Eczema Therapy Daily Moisturizing Body Cream for Sensitive Skin, Soothing Eczema Relief Cream, Colloidal Oatmeal & Ceramide for Dry & Itchy Skin, Steroid- & Fragrance-Free, 12 oz",B00CWY8V9O,$14.98,4.7,13400,https://www.amazon.com/Aveeno-Eczema-Therapy-Moisturizing-Sensitive/dp/B00CWY8V9O/,https://m.media-amazon.com/images/I/61V2gWpJ3CL._AC_UL320_.jpg
"CETAPHIL ECZEMA RESTORADERM Soothing Moisturizer, For Eczema Prone Skin, 16 oz, Fewer Symptom Flare-Ups, 48 Hour Hydration, 1% Skin Protectant Colloidal Oatmeal, Steroid Free, Doctor Recommended Brand",B0D3566Q99,$12.79,4.7,2500,https://www.amazon.com/RESTORADERM-Moisturizer-Flare-Ups-Protectant-Recommended/dp/B0D3566Q99/,https://m.media-amazon.com/images/I/614VHHI4D-L._AC_UL320_.jpg
Dove Fragrance Free Body Wash Soothing Relief Moisturizes eczema-prone skin 5% nourishing serum with colloidal oatmeal 18.5 oz,B0CGY9R3NP,$6.99,4.6,873,https://www.amazon.com/Dove-Fragrance-Moisturizes-eczema-prone-nourishing/dp/B0CGY9R3NP/,https://m.media-amazon.com/images/I/71q2OQ8DVYL._AC_UL320_.jpg
"Aveeno Eczema Therapy Daily Moisturizing Body Cream for Sensitive Skin, Soothing Eczema Relief Cream, Colloidal Oatmeal & Ceramide for Dry & Itchy Skin, Steroid- & Fragrance-Free, 7.3 oz",B003O7IBZC,$10.85,4.6,10600,https://www.amazon.com/Aveeno-Moisturizing-Sensitive-Steroid-Free-Fragrance-Free/dp/B003O7IBZC/,https://m.media-amazon.com/images/I/61TkjlTeiOL._AC_UL320_.jpg
"Amazon Basics Eczema Soothing Moisturizing Cream with Colloidal Oatmeal, 7.3 ounce (Pack of 1) (Previously Solimo)",B09HH8KR2X,$5.93,4.3,1000,https://www.amazon.com/Amazon-Basics-Soothing-Moisturizing-Colloidal/dp/B09HH8KR2X/,https://m.media-amazon.com/images/I/617IbuoRU0L._AC_UL320_.jpg
"Eucerin Baby Eczema Relief Body Cream, Fragrance Free Baby Eczema Cream with Colloidal Oatmeal, Ceramide-3 and Licorice Root Extract, 8 Oz Tube",B086161PTN,$9.72,4.8,5100,https://www.amazon.com/Eucerin-Fragrance-Colloidal-Ceramide-3-Licorice/dp/B086161PTN/,https://m.media-amazon.com/images/I/71-hXDwXHoL._AC_UL320_.jpg
"SkinSmart Antimicrobial Eczema Therapy with Hypochlorous Acid, Safely Removes Bacteria so Skin Can Heal, for Adults, Kids and Seniors, 8 Ounce Clear Spray",B01N0O0TV7,$14.84,4.3,14500,https://www.amazon.com/SkinSmart-ANTIMICROBIAL-oz-Clear-Hypochlorous-ingredients/dp/B01N0O0TV7/,https://m.media-amazon.com/images/I/61yXN-LoqRL._AC_UL320_.jpg
"Aveeno Baby Eczema Therapy Moisturizing Cream, Natural Colloidal Oatmeal & Vitamin B5, Baby Eczema Cream for Dry, Itchy, Irritated Skin Due to Eczema, Paraben- & Steroid-Free, 7.3 oz",B0080I51NK,$12.14,4.8,11500,https://www.amazon.com/Aveeno-Baby-Therapy-Moisturizing-Colloidal/dp/B0080I51NK/,https://m.media-amazon.com/images/I/61d5S4czMvL._AC_UL320_.jpg
"Eucerin Eczema Relief Cream Body Wash, Eczema Body Wash with Colloidal Oatmeal, Ceramide-3 and Licorice Root Extract, 13.5 Fl Oz Bottle",B08BB5XH8J,$9.29,4.6,4300,https://www.amazon.com/Eucerin-Colloidal-Oatmeal-Ceramide-3-Licorice/dp/B08BB5XH8J/,https://m.media-amazon.com/images/I/71SJMWHPkHL._AC_UL320_.jpg
"La Roche-Posay Cicaplast Balm B5, Healing Ointment and Soothing Therapeutic Multi Purpose Cream for Dry & Irritated Skin, Body and Hand Balm, Baby Safe, Fragrance Free",B0060OUV5Y,$14.24,4.6,18800,https://www.amazon.com/Roche-Posay-Cicaplast-Baume-Multi-Purpose-Butter/dp/B0060OUV5Y/,https://m.media-amazon.com/images/I/71hHi+u6GNL._AC_UL320_.jpg
"Aveeno Baby Eczema Therapy Moisturizing Cream, Natural Colloidal Oatmeal & Vitamin B5, Baby Cream for Dry, Itchy, Irritated Skin Due to Eczema, Paraben- & Steroid-Free, 5 fl. oz",B003BJZ1P6,$8.99,4.7,4400,https://www.amazon.com/Moisturizing-Colloidal-Irritated-Paraben-Steroid-Free/dp/B003BJZ1P6/,https://m.media-amazon.com/images/I/71tAILFlGwL._AC_UL320_.jpg
"Aveeno Skin Relief Overnight Intense Moisture Cream with Triple Oat Complex & Natural Shea Butter, Therapeutic Dimethicone Skin Protectant for Dry Itchy Skin Relief, Fragrance- & Steroid-Free, 7.3 oz",B005IHN52A,$10.47,4.8,1000,https://www.amazon.com/Aveeno-Therapeutic-Dimethicone-Protectant-Steroid-Free/dp/B005IHN52A/,https://m.media-amazon.com/images/I/71BAGQbfVqL._AC_UL320_.jpg
"Hearth and Homestead: Handmade Whipped Tallow Balm (Unscented/Herb-Infused) - Organic Body Butter with Infused Olive Oil, for Eczema, Rosacea, Baby - 1.3 oz",B0BJMSH4JX,$25.97,4.7,11100,https://www.amazon.com/Hearth-Homestead-Handmade-Whipped-Unscented/dp/B0BJMSH4JX/,https://m.media-amazon.com/images/I/71Eg3z49xRL._AC_UL320_.jpg
"Aveeno Skin Relief Intense Moisture Repair Body Cream with Triple Oat & Shea Butter Formula, Helps Relieve & Restore Extra-Dry Skin with Long-Lasting Moisture, Fragrance-Free, 11 oz",B0067H6G26,$15.55,4.6,11800,https://www.amazon.com/Aveeno-Emollients-Fragrance-Free-Moisturizing-Extra-Dry/dp/B0067H6G26/,https://m.media-amazon.com/images/I/71XhkZZSszL._AC_UL320_.jpg
"Aquaphor Healing Balm Stick, Skin Protectant with Avocado Oil and Shea Butter, Holiday Gifts for Self Care, 0.65 Oz Stick",B09RYRCXKM,$7.33,4.8,12000,https://www.amazon.com/Aquaphor-Healing-Protectant-Avocado-Butter/dp/B09RYRCXKM/,https://m.media-amazon.com/images/I/61NBdUnnTKL._AC_UL320_.jpg
"Exederm Flare Control Cream for Eczema & Dermatitis, 2oz",B0046W0QB6,$12.99,4.5,1600,https://www.amazon.com/Exederm-Flare-Control-Eczema-Dermatitis/dp/B0046W0QB6/,https://m.media-amazon.com/images/I/81vnsM0R50L._AC_UL320_.jpg
"ECZEMA HONEY Original Skin-Soothing Cream - Organic Hand & Body Eczema Relief - Natural Honey Lotion for Dry, Itchy, & Irritable Skin (4 Oz)",B09C6MQWPC,$23.92,4.1,4100,https://www.amazon.com/Skin-Soothing-Sensitive-Irritated-Absorbing-Restorative/dp/B09C6MQWPC/,https://m.media-amazon.com/images/I/715MoiiNiTL._AC_UL320_.jpg
"Aquaphor Baby Healing Ointment Advanced Therapy Skin Protectant, Dry Skin and Diaper Rash Ointment, Holiday Baby Gifts, 7 Oz Tube",B0107QP1VE,$9.51,4.9,27000,https://www.amazon.com/Aquaphor-Advanced-Therapy-Ointment-Protectant/dp/B0107QP1VE/,https://m.media-amazon.com/images/I/61nPFjSDM7L._AC_UL320_.jpg
"Magic Molecule Hypochlorous Acid Spray for Breakout-Prone Skin, Eczema & Itchy Rashes | Helps 50+ Dermal Issues | Safe for Multiple Daily Uses | For All Skin Types | 8 oz Spray",B0DNG4SHZQ,$15.99,4.7,675,https://www.amazon.com/Magic-Molecule-Cleanser-Hypochlorous-Ailments/dp/B0DNG4SHZQ/,https://m.media-amazon.com/images/I/613yTyZ3sNL._AC_UL320_.jpg
"Eucerin Eczema Relief Body Cream, Eczema Cream with Colloidal Oatmeal, Ceramide-3 and Licorice Root Extract, 14 Oz Tube",B07V4NVKJT,$17.97,4.7,4900,https://www.amazon.com/Eucerin-Colloidal-Oatmeal-Ceramide-3-Licorice/dp/B07V4NVKJT/,https://m.media-amazon.com/images/I/51amyh6PYoL._AC_UL320_.jpg
"O’Keeffe’s Skin Repair Eczema Relief Body Cream, 7oz Tube (Pack of 1) – 48 Hour Itch Relief in One Use",B0FN6XVSP1,$11.98,4.7,117,https://www.amazon.com/OKeeffes-Repair-Eczema-Relief-Cream/dp/B0FN6XVSP1/,https://m.media-amazon.com/images/I/71wSfnWPOAL._AC_UL320_.jpg
"Amazon Basic Care Maximum Strength 1% Hydrocortisone Anti-Itch Lotion for Eczema, 3.5 ounce (Pack of 1)",B08ZDX827C,$7.85,4.6,16700,https://www.amazon.com/Amazon-Basic-Care-Anti-Itch-Hydrocortisone/dp/B08ZDX827C/,https://m.media-amazon.com/images/I/61xiqjMjKKL._AC_UL320_.jpg
"Gold Bond Medicated Eczema Relief Hand Cream, 3 oz., Skin Protectant Cream With 2% Colloidal Oatmeal",B015SCP3A6,$4.97,4.7,4000,https://www.amazon.com/Gold-Bond-Eczema-Relief-Cream/dp/B015SCP3A6/,https://m.media-amazon.com/images/I/61HIcn3szZL._AC_UL320_.jpg
Natural & Soothing Eczema Cream - Hydrating & Nourishing Psoriasis Cream with Sea Moss & Colloidal Oatmeal - Quick Absorbing Anti Itch for Dry Sensitive Skin (4oz),B0CKM188GX,,4.0,1000,https://www.amazon.com/Ocean-Healed-My-Eczema-Soothing/dp/B0CKM188GX/,https://m.media-amazon.com/images/I/714OzRsdY3L._AC_UL320_.jpg
ECZEMA HONEY Oatmeal Body Lotion - Hand & Body Cream for Eczema Relief - Natural Dry Skin Repair (16 Oz),B09MNWGM4P,$19.15,4.4,1600,https://www.amazon.com/Eczema-Honey-Oatmeal-Body-Lotion/dp/B09MNWGM4P/,https://m.media-amazon.com/images/I/613xDjH5l3L._AC_UL320_.jpg
"CETAPHIL ECZEMA RESTORADERM FLARE-UP RELIEF CREAM, For Eczema Prone Skin, 8 oz, Barrier Repair, 48 Hour Hydration, 2% Skin Protectant Colloidal Oatmeal, Steroid Free",B09Y3WP27V,$14.40,4.5,2500,https://www.amazon.com/RESTORADERM-Hydration-Protectant-Colloidal-Recommended/dp/B09Y3WP27V/,https://m.media-amazon.com/images/I/61YDwcY38wL._AC_UL320_.jpg
"Greenford Eczema Treatment & Support for Natural Relief - Made in USA - Skin Vitamins & Herbals for Eczema, Acne, Psoriasis, Rosacea Treatment with Zinc, Niacinamide & Probiotics - 60 caps",B09LMMNMML,$24.76,4.0,596,https://www.amazon.com/Eczema-Treatment-Support-Natural-Relief/dp/B09LMMNMML/,https://m.media-amazon.com/images/I/81TeNDPdfjL._AC_UL320_.jpg
"SkinSmart Antimicrobial Eczema Therapy with Hypochlorous Acid, Safely Removes Bacteria so Skin Can Heal, for Adults, Kids and Seniors, Travel Size 2 Ounce Clear Spray (Pack of 3)",B07TW7SWN1,$11.89,4.3,14500,https://www.amazon.com/SkinSmart-Eczema-Therapy-Removes-Bacteria/dp/B07TW7SWN1/,https://m.media-amazon.com/images/I/711DVXyO3-L._AC_UL320_.jpg
"Loma Lux Eczema Pills – Natural Eczema Treatment Relief Remedy – Dermatologist Developed – 7 Minerals Clear & Prevent Severe Eczema Scaling, Rash, Anti Itch Skin Body Face for Adults, Kids, Toddlers",B013IJMDR2,$21.99,3.7,2700,https://www.amazon.com/Loma-Lux-Dermatologist-Developed-Dissolving/dp/B013IJMDR2/,https://m.media-amazon.com/images/I/61m3e8Sfa5L._AC_UL320_.jpg
"Aveeno Fragrance-Free Soothing Bath Treatment & Soak for Soothing Relief, 100% Natural Colloidal Oatmeal, Relieves Itchy, Irritated Skin Due to Eczema, 8 Single-Use Bath Packets",B000UEAARO,$5.58,4.8,22300,https://www.amazon.com/Aveeno-Soothing-Treatment-Itchy-Irritated/dp/B000UEAARO/,https://m.media-amazon.com/images/I/717OtQuO3CL._AC_UL320_.jpg
ATOPALM | MLE Eczema Cream | Premium Baby Lotion Newborn | Baby Face and Body Moisturizer for Skin Barrier | Moisturizing Facial Cream for Itchiness & Redness | Korean Skincare | 2.2 fl oz (65ml),B09MQ9JW6V,$16.83,4.6,434,https://www.amazon.com/ATOPALM-Moisturizer-Long-lasting-Moisturizing-Relieving/dp/B09MQ9JW6V/,https://m.media-amazon.com/images/I/51EMQrxvHOL._AC_UL320_.jpg
"Eucerin Intensive Repair Body Lotion for Dry Skin with Alpha Hydroxy, Moisturizes, Exfoliates and Conditions, Fragrance Free and Paraben Free, Holiday Gifts for Self Care, 16.9 Fl Oz Bottle",B000XY9LT4,$8.76,4.7,25300,https://www.amazon.com/Eucerin-Intensive-Repair-Lotion-Bottle/dp/B000XY9LT4/,https://m.media-amazon.com/images/I/61YB3c75iEL._AC_UL320_.jpg
The Honest Company Eczema Soothing Therapy Cream and Skin Protectant Naturally Derived Gentle for Baby Prebiotics Colloidal Oatmeal 7 oz,B084W9Y7HN,$11.89,4.5,4300,https://www.amazon.com/Honest-Company-Soothing-Therapy-Eczema/dp/B084W9Y7HN/,https://m.media-amazon.com/images/I/61uXiiWRWSL._AC_UL320_.jpg
"CETAPHIL ECZEMA RESTORADERM Itch Relief Gel, For Eczema Prone Skin, 2 fl oz, Instantly Soothes, 12 Hour Itch Relief, 0.5% Skin Protectant Colloidal Oatmeal, Steroid Free",B09Y3XGFBM,$14.97,4.5,988,https://www.amazon.com/CETAPHIL-RESTORADERM-Instantly-Protectant-Colloidal/dp/B09Y3XGFBM/,https://m.media-amazon.com/images/I/61+LSj7jnLL._AC_UL320_.jpg
"Eucerin Eczema Relief Cream, Full Body Lotion for Eczema-Prone Skin, Moisturizing Eczema Cream, Body Moisturizer, Holiday Gifts for Self Care, 8 Oz Tube, Pack of 3",B076FYCV4K,$29.23,4.8,4100,https://www.amazon.com/Eucerin-Moisturizing-Colloidal-Protectant-Multi-Pack/dp/B076FYCV4K/,https://m.media-amazon.com/images/I/81s9qvjvTSL._AC_UL320_.jpg
"CeraVe Baby Eczema Relief Cream, 1% Colloidal Oatmeal Cream With Vitamin E & Ceramides, Soothes & Calms Itchy Skin, Developed With Pediatric Dermatologist, Fragrance Free, 5oz",B0DT7LTKNX,$10.49,4.7,480,https://www.amazon.com/CeraVe-Colloidal-Ceramides-Developed-Dermatologist/dp/B0DT7LTKNX/,https://m.media-amazon.com/images/I/71XNWEsM34L._AC_UL320_.jpg
Eucerin Eczema Relief Flare-up Treatment - Provides Immediate Relief for Eczema-Prone Skin - 5 oz. Tube,B07V8VPHD6,$11.97,4.6,4000,https://www.amazon.com/Eucerin-Eczema-Relief-Flare-up-Treatment/dp/B07V8VPHD6/,https://m.media-amazon.com/images/I/717eX+aYBrL._AC_UL320_.jpg
"terrasil Anti Itch Eczema Cream for Kids & Adults, All Natural Severe Eczema & Psoriasis Relief, Steroid Free, Safe for Sensitive Skin (28g)",B06WD1TFPF,$14.95,4.2,355,https://www.amazon.com/Psoriasis-Ointment-Treatment-All-Natural-Formulated/dp/B06WD1TFPF/,https://m.media-amazon.com/images/I/51yasQuuuPL._AC_UL320_.jpg
"Eucerin Eczema Relief Cream, Full Body Lotion for Eczema-Prone Skin, Moisturizing Eczema Cream, Body Moisturizer, Holiday Gifts for Self Care, 8 Oz Tube, Pack of 3",B076FYCV4K,$29.23,4.8,4100,https://www.amazon.com/Eucerin-Moisturizing-Colloidal-Protectant-Multi-Pack/dp/B076FYCV4K/,https://m.media-amazon.com/images/I/81s9qvjvTSL._AC_UL320_.jpg
"Gold Bond Medicated Eczema Relief Skin Protectant Cream, 5.5 oz., with 2% Colloidal Oatmeal",B00WVHRE7W,$7.70,4.6,2200,https://www.amazon.com/Gold-Bond-Eczema-Relief-Cream/dp/B00WVHRE7W/,https://m.media-amazon.com/images/I/71Y1vWQtIjL._AC_UL320_.jpg
"Eucerin Eczema Relief Hydrogel for Dry, Itchy, Eczema-Prone Skin, Fragrance Free and Steroid Free Body Moisturizer for Dry Skin, 5 Fl Oz Tube",B0DFKGK8CB,$15.47,4.5,423,https://www.amazon.com/Eucerin-Hydrogel-Eczema-Prone-Fragrance-Moisturizer/dp/B0DFKGK8CB/,https://m.media-amazon.com/images/I/51WEJJQOJqL._AC_UL320_.jpg
"Aveeno Fragrance-Free Soothing Bath Treatment & Soak for Soothing Relief, 100% Natural Colloidal Oatmeal, Relieves Itchy, Irritated Skin Due to Eczema, 8 Single-Use Bath Packets",B000UEAARO,$5.58,4.8,22300,https://www.amazon.com/Aveeno-Soothing-Treatment-Itchy-Irritated/dp/B000UEAARO/,https://m.media-amazon.com/images/I/717OtQuO3CL._AC_UL320_.jpg
"First Honey® Manuka Honey Cream for Dry & Itchy Skin | Fast Relief for Eczema, Rosacea, Psoriasis, & Dermatitis | Natural & No Fillers | Safe for Babies & Toddlers | 1.75 oz",B07FM9HHYR,$13.99,4.3,6300,https://www.amazon.com/Manuka-Therapy-Eczema-Psoriasis-Medical/dp/B07FM9HHYR/,https://m.media-amazon.com/images/I/711xD9+ExZL._AC_UL320_.jpg
"Gold Bond Medicated Extra Strength Body Lotion, 14 oz., Moisturizes, Relieves & Soothes, Skin Moisturizer",B00OW9OTMK,$16.96,4.7,14200,https://www.amazon.com/Gold-Bond-Eczema-Relief-Ounce/dp/B00OW9OTMK/,https://m.media-amazon.com/images/I/611S4Yy5UkL._AC_UL320_.jpg
"Mustela Eczema Relief Cream Stelatopia Intense - Fragrance-Free Moisturizing Body Lotion with Colloidal Oatmeal - For dry, itchy, irritated skin & flare-ups - Baby, Child & Adult - 5.07 fl. oz.",B0B44M2MS9,$22.99,4.5,615,https://www.amazon.com/Mustela-Eczema-Relief-Stelatopia-Intense/dp/B0B44M2MS9/,https://m.media-amazon.com/images/I/61KwvQmrzGL._AC_UL320_.jpg
Eucerin Eczema Relief Cream - Full Body Daily Lotion for Eczema-Prone Skin - 5 oz. Tube,B00GXZS94A,$10.19,4.7,2300,https://www.amazon.com/Eucerin-Eczema-Relief-Creme-Ounce/dp/B00GXZS94A/,https://m.media-amazon.com/images/I/51WMuSsbNjL._AC_UL320_.jpg
"CETAPHIL RESTORADERM Soothing Moisturizer, For Eczema Prone Skin, 10 fl oz, For Dry, Itchy, Irritated Skin, 24Hr Hydration, No Added Fragrance, Doctor Recommended Sensitive Skincare Brand",B09Y3VQ4BD,$13.47,4.7,2500,https://www.amazon.com/RESTORADERM-Moisturizer-Irritated-Hydration-Recommended/dp/B09Y3VQ4BD/,https://m.media-amazon.com/images/I/61opHJQq0nL._AC_UL320_.jpg
"Manuka Honey Eczema Cream Moisturizing Lotion for Psoriasis Relief - Itchy, Dry Skin Rash Ointment - Soothing Moisturizer for Baby, Kids, Adults - High Strength Body & Face Cream 4oz",B07FDLZ9TQ,$19.99,4.3,1700,https://www.amazon.com/Amazing-Psoriasis-Green-Leaf-Naturals/dp/B07FDLZ9TQ/,https://m.media-amazon.com/images/I/61bkqs8c0kL._AC_UL320_.jpg
"All Natural Eczema Treatment- Psoriasis Treatment - an All-in-One Solution for Acne, Dermatitis, Rosacea, Cold Sores, Pet Rashes, Bug Bites, and Poison Ivy - Anti-Itch Spray for Itchy Skin Relief",B00NPDGG3E,$19.99,4.2,2900,https://www.amazon.com/Natural-Eczema-Treatment-Psoriasis-Treatment/dp/B00NPDGG3E/,https://m.media-amazon.com/images/I/71yrAmPKOAL._AC_UL320_.jpg
